Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_State,Geo_tractcd,Geo_NHGISST,Geo_NHGISCTY,Geo_GISJOIN,Geo_GISJoin2,Geo_DECADE,Geo_state60,Geo_county60,Geo_Supp_trc_pcs_count,Geo_SuppFP_1,Geo_SuppFP_2,Geo_SuppFP_3,Geo_SuppFP_4,Geo_SuppFP_5,Geo_Supp1,Geo_Supp2,Geo_Supp3,Geo_Supp4,Geo_Supp5,SE_T001_001,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,SE_T033_008,SE_T033_009,SE_T089_001,SE_T089_002,SE_T089_003,SE_T089_004,SE_T089_005,SE_T089_006,SE_T089_007,SE_T089_008,SE_T089_009,SE_T089_010,SE_T089_011,SE_T089_012,SE_T089_013,SE_T089_014,SE_T105_001,SE_T111_001,SE_T111_002,SE_T111_003,SE_T116_001,SE_T116_002,SE_T116_003,SE_T116_004,SE_T116_005,SE_T116_006,SE_T116_007,SE_T116_008,SE_T116_009,SE_T116_010,SE_T116_011
"Census Tract M0080000","Census Tract M0080000, Montgomery County, Pennsylvania","140","420910M0080000","42","00M0080000","420","0910","G4200910M0080","4200910M0080","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,1698,1698,1698,0,0,454,441,122,227,230,180,134,467,425,454,441,122,227,230,180,134,467,425,0,0,0,0,0,0,0,0,0,620,49,60,47,47,76,81,96,53,36,22,33,20,0,622,585,396,189,597,585,396,396,0,189,189,0,12,3,9
"Census Tract M0081000","Census Tract M0081000, Montgomery County, Pennsylvania","140","420910M0081000","42","00M0081000","420","0910","G4200910M0081","4200910M0081","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,1931,1931,1926,0,5,488,477,104,230,216,180,106,584,519,488,477,104,230,216,180,106,584,519,0,0,0,0,0,0,0,0,0,662,70,33,41,49,96,115,66,60,35,27,61,9,0,670,644,444,200,663,644,444,444,0,200,199,1,19,14,5
"Census Tract M0082000","Census Tract M0082000, Montgomery County, Pennsylvania","140","420910M0082000","42","00M0082000","420","0910","G4200910M0082","4200910M0082","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3083,3083,3083,0,0,822,803,239,460,432,339,61,1144,1054,822,803,239,460,432,339,61,1144,1054,0,0,0,0,0,0,0,0,0,913,39,61,58,59,97,156,133,79,60,46,117,4,4,945,894,752,142,907,894,752,752,0,142,142,0,13,3,10
"Census Tract M0083000","Census Tract M0083000, Montgomery County, Pennsylvania","140","420910M0083000","42","00M0083000","420","0910","G4200910M0083","4200910M0083","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3218,3218,3211,1,6,761,753,292,454,448,363,78,1224,1140,758,750,289,451,445,360,78,1224,1140,3,3,3,3,3,3,0,0,0,908,42,47,46,90,115,136,72,81,73,53,115,23,15,982,899,767,132,918,899,767,765,2,132,132,0,19,7,12
"Census Tract M0084000","Census Tract M0084000, Montgomery County, Pennsylvania","140","420910M0084000","42","00M0084000","420","0910","G4200910M0084","4200910M0084","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,1157,1157,1153,3,1,284,276,80,145,153,105,30,413,397,284,276,80,145,153,105,30,413,397,0,0,0,0,0,0,0,0,0,329,28,24,22,35,29,46,27,44,18,20,36,0,0,386,324,266,58,334,324,266,264,2,58,58,0,10,7,3
"Census Tract M0085000","Census Tract M0085000, Montgomery County, Pennsylvania","140","420910M0085000","42","00M0085000","420","0910","G4200910M0085","4200910M0085","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,2108,2108,2100,5,3,515,499,204,338,284,247,65,797,733,515,499,204,338,284,247,65,797,733,0,0,0,0,0,0,0,0,0,607,12,24,41,69,71,116,107,38,24,16,69,20,0,753,589,470,119,608,589,470,469,1,119,119,0,19,12,7
"Census Tract M0086000","Census Tract M0086000, Montgomery County, Pennsylvania","140","420910M0086000","42","00M0086000","420","0910","G4200910M0086","4200910M0086","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,5110,5110,5074,36,0,1234,1213,472,834,754,683,177,1975,1887,1230,1209,468,830,750,679,173,1967,1879,4,4,4,4,4,4,4,8,8,1492,83,84,85,112,192,217,162,162,110,90,143,39,13,1516,1439,1148,291,1470,1439,1148,1146,2,291,287,4,31,14,17
"Census Tract M0087000","Census Tract M0087000, Montgomery County, Pennsylvania","140","420910M0087000","42","00M0087000","420","0910","G4200910M0087","4200910M0087","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3824,3824,3805,16,3,1001,988,327,634,577,498,132,1448,1359,997,984,327,634,573,498,132,1448,1359,4,4,0,0,4,0,0,0,0,1159,54,67,38,86,124,142,133,146,78,81,144,51,15,1201,1128,1008,120,1149,1128,1008,1007,1,120,118,2,21,7,14
"Census Tract M0088A00","Census Tract M0088A00, Montgomery County, Pennsylvania","140","420910M0088A00","42","00M008800A","420","0910","G4200910M0088A","4200910M0088A","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,1708,1708,1698,5,5,353,333,96,210,169,150,227,528,438,353,333,96,210,169,150,227,528,438,0,0,0,0,0,0,0,0,0,635,91,51,63,106,101,55,36,58,25,16,24,9,0,628,550,268,282,584,550,268,268,0,282,280,2,34,31,3
"Census Tract M0088B00","Census Tract M0088B00, Montgomery County, Pennsylvania","140","420910M0088B00","42","00M008800B","420","0910","G4200910M0088B","4200910M0088B","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3655,3655,3505,146,4,932,913,301,566,446,388,187,1326,1243,904,885,291,544,425,370,187,1246,1170,28,28,10,22,21,18,0,80,73,1187,75,54,87,128,118,184,145,124,88,53,112,11,8,1195,1154,815,339,1186,1154,815,790,25,339,331,8,32,25,7
"Census Tract M0089A00","Census Tract M0089A00, Montgomery County, Pennsylvania","140","420910M0089A00","42","00M008900A","420","0910","G4200910M0089A","4200910M0089A","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3302,3302,3302,0,0,832,809,288,516,475,412,135,1160,1058,832,809,288,516,475,412,135,1160,1058,0,0,0,0,0,0,0,0,0,1039,56,40,58,90,139,167,189,96,66,56,69,13,0,1032,998,749,249,1011,998,749,749,0,249,249,0,13,4,9
"Census Tract M0089B00","Census Tract M0089B00, Montgomery County, Pennsylvania","140","420910M0089B00","42","00M008900B","420","0910","G4200910M0089B","4200910M0089B","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,7783,7783,7579,202,2,1980,1944,674,1182,1103,939,472,2747,2483,1955,1919,653,1161,1082,918,457,2662,2425,25,25,21,21,21,21,15,85,58,2554,186,183,81,209,240,373,307,258,238,133,278,64,4,2440,2388,1756,632,2426,2388,1756,1724,32,632,617,15,38,14,24
"Census Tract M0089C00","Census Tract M0089C00, Montgomery County, Pennsylvania","140","420910M0089C00","42","00M008900C","420","0910","G4200910M0089C","4200910M0089C","1960","23","046",1,0,0,0,0,0,0,0,0,0,0,3900,3900,3092,807,1,1040,1004,310,607,461,413,350,1673,1399,911,879,259,523,406,362,296,1316,1160,129,125,51,84,55,51,54,357,239,1289,85,82,123,163,110,145,118,162,72,17,125,35,52,1259,1201,817,384,1231,1201,817,691,126,384,315,69,30,15,15
"Census Tract M0089D00","Census Tract M0089D00, Montgomery County, Pennsylvania","140","420910M0089D00","42","00M008900D","420","0910","G4200910M0089D","4200910M0089D","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3565,3565,3548,17,0,773,724,206,348,337,258,655,845,683,773,724,206,348,337,258,650,845,683,0,0,0,0,0,0,5,0,0,1540,151,154,172,214,242,151,149,72,96,33,83,19,4,1553,1423,528,895,1505,1423,528,525,3,895,893,2,82,73,9
"Census Tract M0090000","Census Tract M0090000, Montgomery County, Pennsylvania","140","420910M0090000","42","00M0090000","420","0910","G4200910M0090","4200910M0090","1960","23","046",1,0,0,0,0,0,0,0,0,0,0,2231,2231,1766,456,9,528,508,265,398,388,360,72,1316,882,472,456,226,355,345,321,61,1034,779,56,52,39,43,43,39,11,282,103,621,48,73,59,76,96,52,69,47,33,27,33,4,4,615,615,350,265,619,615,350,327,23,265,173,92,4,2,2
"Census Tract M0091000","Census Tract M0091000, Montgomery County, Pennsylvania","140","420910M0091000","42","00M0091000","420","0910","G4200910M0091","4200910M0091","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,1987,1987,1938,49,0,507,507,176,312,292,246,43,807,756,493,493,171,298,278,232,43,769,718,14,14,5,14,14,14,0,38,38,578,24,18,20,38,74,100,89,46,42,43,70,10,4,592,562,499,63,569,562,499,494,5,63,59,4,7,3,4
"Census Tract M0092000","Census Tract M0092000, Montgomery County, Pennsylvania","140","420910M0092000","42","00M0092000","420","0910","G4200910M0092","4200910M0092","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3501,3501,3364,131,6,859,815,265,541,473,413,166,1264,1175,830,792,252,519,454,394,166,1212,1127,29,23,13,22,19,19,0,52,48,1041,83,47,61,107,108,177,149,130,52,23,89,15,0,1064,1027,812,215,1040,1027,810,786,24,217,208,9,13,7,6
"Census Tract M0101000","Census Tract M0101000, Montgomery County, Pennsylvania","140","420910M0101000","42","00M0101000","420","0910","G4200910M0101","4200910M0101","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,4477,4477,4466,2,9,1107,1098,394,772,665,570,74,1878,1805,1098,1089,394,772,660,570,74,1878,1805,9,9,0,0,5,0,0,0,0,1233,22,20,33,48,84,138,176,130,178,116,238,46,4,1225,1208,1032,176,1219,1208,1032,1031,1,176,173,3,11,7,4
"Census Tract M0102000","Census Tract M0102000, Montgomery County, Pennsylvania","140","420910M0102000","42","00M0102000","420","0910","G4200910M0102","4200910M0102","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3135,3135,3134,1,0,844,837,258,518,429,380,27,1200,1160,844,837,258,518,429,380,23,1200,1160,0,0,0,0,0,0,4,0,0,889,11,17,15,21,23,44,67,105,80,57,231,163,55,889,877,858,19,880,877,870,870,0,7,7,0,3,0,3
"Census Tract M0103000","Census Tract M0103000, Montgomery County, Pennsylvania","140","420910M0103000","42","00M0103000","420","0910","G4200910M0103","4200910M0103","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,3963,3963,3949,13,1,980,950,327,626,540,474,133,1475,1385,980,950,327,626,540,474,130,1475,1385,0,0,0,0,0,0,3,0,0,1128,44,34,16,51,67,75,85,100,116,107,257,111,65,1103,1080,972,108,1085,1080,972,972,0,108,107,1,5,3,2
"Census Tract M0104000","Census Tract M0104000, Montgomery County, Pennsylvania","140","420910M0104000","42","00M0104000","420","0910","G4200910M0104","4200910M0104","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,4634,4634,4622,11,1,1100,1084,371,742,576,519,130,1747,1669,1100,1084,371,742,576,519,121,1747,1669,0,0,0,0,0,0,9,0,0,1291,59,74,36,11,65,72,71,124,87,94,357,161,80,1283,1237,1115,122,1263,1237,1115,1115,0,122,121,1,26,7,19
"Census Tract M0105000","Census Tract M0105000, Montgomery County, Pennsylvania","140","420910M0105000","42","00M0105000","420","0910","G4200910M0105","4200910M0105","1960","23","046",1,0,0,0,0,1,0,0,0,0,1,4443,4443,4415,22,6,1022,1005,297,622,378,338,252,1498,1371,1022,1005,297,622,378,338,232,1498,1371,0,0,0,0,0,0,20,0,0,1364,63,48,78,55,67,121,113,106,103,69,259,162,120,1272,1244,1121,123,1252,1244,1121,1120,1,123,122,1,8,1,7
"Census Tract 0001A000","Census Tract 0001A000, Philadelphia County, Pennsylvania","140","4210100001A000","42","000000100A","420","1010","G42010100001A","42010100001A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,397,397,390,0,7,81,67,21,52,34,29,12,161,121,81,67,21,52,34,29,12,161,121,0,0,0,0,0,0,0,0,0,108,8,9,13,7,20,15,20,8,0,4,4,0,0,108,101,77,24,102,101,72,71,1,29,29,0,1,1,0
"Census Tract 0001B000","Census Tract 0001B000, Philadelphia County, Pennsylvania","140","4210100001B000","42","000000100B","420","1010","G42010100001B","42010100001B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,12102,12102,11671,386,45,2596,2482,864,1542,1226,1019,864,3875,3182,2529,2415,832,1492,1190,987,788,3716,3078,67,67,32,50,36,32,76,159,104,3844,502,378,303,409,508,558,388,288,138,105,242,25,0,3781,3564,2320,1244,3655,3564,2320,2303,17,1244,1150,94,91,57,34
"Census Tract 0001C000","Census Tract 0001C000, Philadelphia County, Pennsylvania","140","4210100001C000","42","000000100C","420","1010","G42010100001C","42010100001C","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,13613,13613,13465,143,5,3132,2859,893,1637,1547,1190,656,3762,3197,3122,2849,885,1629,1539,1182,645,3698,3165,10,10,8,8,8,8,11,64,32,4222,587,370,336,419,498,401,437,362,276,166,324,37,9,4087,3958,2791,1167,4040,3958,2791,2782,9,1167,1140,27,82,65,17
"Census Tract 0002A000","Census Tract 0002A000, Philadelphia County, Pennsylvania","140","4210100002A000","42","000000200A","420","1010","G42010100002A","42010100002A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,4780,4780,3438,1341,1,1144,1039,368,670,523,436,419,2130,1448,910,815,304,539,420,357,274,1628,1195,234,224,64,131,103,79,145,502,253,1404,156,124,158,172,224,176,104,89,43,52,81,12,13,1420,1290,733,557,1351,1290,733,645,88,557,315,242,61,45,16
"Census Tract 0002B000","Census Tract 0002B000, Philadelphia County, Pennsylvania","140","4210100002B000","42","000000200B","420","1010","G42010100002B","42010100002B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,8025,8025,6354,1665,6,1795,1595,559,949,848,676,809,3106,2028,1601,1421,493,854,747,604,535,2451,1776,194,174,66,95,101,72,274,655,252,2414,329,291,236,302,267,243,189,142,112,81,186,36,0,2468,2208,1231,977,2341,2208,1231,1172,59,977,603,374,133,103,30
"Census Tract 0003A000","Census Tract 0003A000, Philadelphia County, Pennsylvania","140","4210100003A000","42","000000300A","420","1010","G42010100003A","42010100003A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,3787,3787,1934,1852,1,917,842,334,527,458,354,600,2009,1428,651,600,221,357,317,240,391,1246,918,266,242,113,170,141,114,209,763,510,1262,270,214,162,151,142,111,82,28,41,25,24,12,0,1308,1159,403,756,1220,1159,403,336,67,756,270,486,61,53,8
"Census Tract 0003B000","Census Tract 0003B000, Philadelphia County, Pennsylvania","140","4210100003B000","42","000000300B","420","1010","G42010100003B","42010100003B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,4131,4131,2951,1180,0,907,785,277,433,418,316,787,1515,940,764,654,234,378,352,274,518,1147,785,143,131,43,55,66,42,269,368,155,1434,299,187,123,184,174,142,86,50,55,59,62,13,0,1671,1171,586,585,1622,1171,586,513,73,585,324,261,451,441,10
"Census Tract 0004A000","Census Tract 0004A000, Philadelphia County, Pennsylvania","140","4210100004A000","42","000000400A","420","1010","G42010100004A","42010100004A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,2990,2990,1614,1374,2,670,644,202,309,327,253,622,1618,934,495,469,136,217,222,171,424,981,615,175,175,66,92,105,82,198,637,319,1117,222,180,149,182,127,51,56,68,26,15,31,10,0,1108,966,265,701,1061,966,265,244,21,701,301,400,95,81,14
"Census Tract 0004B000","Census Tract 0004B000, Philadelphia County, Pennsylvania","140","4210100004B000","42","000000400B","420","1010","G42010100004B","42010100004B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,3981,3981,1286,2681,14,990,910,277,482,429,302,1351,2319,1376,620,564,171,300,275,199,733,1327,821,370,346,106,182,154,103,618,992,555,1513,475,284,244,148,104,100,44,34,11,24,41,4,0,1440,1287,278,1009,1391,1287,278,219,59,1009,155,854,104,92,12
"Census Tract 0005A000","Census Tract 0005A000, Philadelphia County, Pennsylvania","140","4210100005A000","42","000000500A","420","1010","G42010100005A","42010100005A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,3378,3378,2690,685,3,707,682,174,312,332,210,1005,1011,701,630,605,137,263,275,169,825,736,559,77,77,37,49,57,41,180,275,142,1549,396,222,159,172,172,164,52,27,36,23,94,20,12,1622,1408,360,1048,1496,1408,360,343,17,1048,846,202,88,65,23
"Census Tract 0006A000","Census Tract 0006A000, Philadelphia County, Pennsylvania","140","4210100006A000","42","000000600A","420","1010","G42010100006A","42010100006A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,421,421,281,138,2,88,88,36,36,44,36,154,157,128,69,69,22,22,30,22,116,98,79,19,19,14,14,14,14,38,59,49,220,33,31,30,15,21,21,17,19,0,7,22,4,0,219,209,80,129,217,209,28,26,2,181,131,50,8,7,1
"Census Tract 0007A000","Census Tract 0007A000, Philadelphia County, Pennsylvania","140","4210100007A000","42","000000700A","420","1010","G42010100007A","42010100007A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,7219,7219,4027,3117,75,1572,1501,338,571,809,432,4209,2098,1062,1106,1064,220,361,562,271,3242,1197,635,466,437,118,210,247,161,967,901,427,4592,1229,881,613,607,461,353,101,79,77,44,107,24,16,4150,3729,229,3500,4030,3729,229,211,18,3500,2192,1308,301,288,13
"Census Tract 0007C000","Census Tract 0007C000, Philadelphia County, Pennsylvania","140","4210100007C000","42","000000700C","420","1010","G42010100007C","42010100007C","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,9860,9860,6613,3191,56,2011,1930,323,566,856,338,4839,2632,1298,1647,1599,242,434,698,262,3762,1621,917,364,331,81,132,158,76,1077,1011,381,5801,920,625,598,593,670,489,301,248,238,174,457,306,182,5223,4791,1047,3744,4993,4791,1047,930,117,3744,2753,991,202,164,38
"Census Tract 0008A000","Census Tract 0008A000, Philadelphia County, Pennsylvania","140","4210100008A000","42","000000800A","420","1010","G42010100008A","42010100008A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,286,286,279,4,3,40,40,0,5,5,5,190,4,4,40,40,0,5,5,5,186,4,4,0,0,0,0,0,0,4,0,0,237,31,42,51,28,29,19,12,4,5,0,11,0,5,242,225,9,216,241,225,8,8,0,217,212,5,16,16,0
"Census Tract 0008B000","Census Tract 0008B000, Philadelphia County, Pennsylvania","140","4210100008B000","42","000000800B","420","1010","G42010100008B","42010100008B","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,3240,3240,3098,92,50,378,368,38,56,137,42,1922,282,175,357,347,34,47,123,35,1901,226,147,21,21,4,9,14,7,21,56,28,2377,583,336,296,342,272,203,99,71,20,42,55,42,16,2209,2072,149,1923,2175,2072,149,142,7,1923,1880,43,103,97,6
"Census Tract 0008C000","Census Tract 0008C000, Philadelphia County, Pennsylvania","140","4210100008C000","42","000000800C","420","1010","G42010100008C","42010100008C","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2432,2432,2409,12,11,390,386,16,57,94,32,1305,105,77,390,386,16,57,94,32,1276,105,77,0,0,0,0,0,0,29,0,0,1783,225,176,171,245,168,151,102,58,76,20,95,73,223,1730,1687,474,1213,1728,1687,474,474,0,1213,1199,14,41,37,4
"Census Tract 0008D000","Census Tract 0008D000, Philadelphia County, Pennsylvania","140","4210100008D000","42","000000800D","420","1010","G42010100008D","42010100008D","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,5191,5191,5134,42,15,988,979,76,119,279,75,2337,309,207,982,973,73,116,273,72,2315,295,193,6,6,3,3,6,3,22,14,14,3525,387,300,303,382,347,308,162,242,130,68,415,273,208,3380,3211,399,2812,3341,3211,399,396,3,2812,2792,20,130,121,9
"Census Tract 0009A000","Census Tract 0009A000, Philadelphia County, Pennsylvania","140","4210100009A000","42","000000900A","420","1010","G42010100009A","42010100009A","1960","23","051",1,0,0,1,0,1,0,0,1,0,1,71,71,63,8,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,9,0,0,71,4,5,25,0,9,18,0,0,10,0,0,0,0,39,39,0,39,40,39,1,1,0,38,38,0,1,1,0
"Census Tract 0009B000","Census Tract 0009B000, Philadelphia County, Pennsylvania","140","4210100009B000","42","000000900B","420","1010","G42010100009B","42010100009B","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,1575,1575,1548,18,9,145,145,20,24,56,16,1084,80,50,145,145,20,24,56,16,1072,80,50,0,0,0,0,0,0,12,0,0,1261,243,194,120,156,79,134,71,79,20,31,93,30,11,1076,949,28,921,1064,949,45,44,1,904,893,11,115,113,2
"Census Tract 0010A000","Census Tract 0010A000, Philadelphia County, Pennsylvania","140","4210100010A000","42","000001000A","420","1010","G42010100010A","42010100010A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,1735,1735,1123,103,509,220,204,46,114,92,74,1340,370,326,135,127,29,63,50,41,1137,206,182,85,77,17,51,42,33,203,164,144,1308,537,167,378,54,107,14,14,4,4,9,14,6,0,638,576,56,520,617,576,56,28,28,520,299,221,41,40,1
"Census Tract 0010B000","Census Tract 0010B000, Philadelphia County, Pennsylvania","140","4210100010B000","42","000001000B","420","1010","G42010100010B","42010100010B","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2915,2915,2796,66,53,354,340,60,106,156,62,1770,276,216,344,330,56,102,150,62,1710,259,205,10,10,4,4,6,0,60,17,11,2168,520,373,284,336,202,172,76,55,49,17,40,30,14,1852,1741,189,1552,1828,1741,189,186,3,1552,1509,43,87,77,10
"Census Tract 0011A000","Census Tract 0011A000, Philadelphia County, Pennsylvania","140","4210100011A000","42","000001100A","420","1010","G42010100011A","42010100011A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,1850,1850,1228,613,9,409,363,145,235,198,149,341,898,626,320,288,104,177,145,109,278,620,435,89,75,41,58,53,40,63,278,191,702,175,93,97,96,51,79,28,34,24,3,22,0,0,649,581,187,394,634,581,187,174,13,394,249,145,53,49,4
"Census Tract 0012A000","Census Tract 0012A000, Philadelphia County, Pennsylvania","140","4210100012A000","42","000001200A","420","1010","G42010100012A","42010100012A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,2142,2142,1412,723,7,513,505,146,290,284,207,402,998,739,394,390,120,229,212,163,323,712,552,119,115,26,61,72,44,79,286,187,789,124,159,138,133,117,32,40,3,19,8,16,0,0,737,673,152,521,715,673,152,139,13,521,330,191,42,39,3
"Census Tract 0012B000","Census Tract 0012B000, Philadelphia County, Pennsylvania","140","4210100012B000","42","000001200B","420","1010","G42010100012B","42010100012B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,1284,1284,743,533,8,290,260,88,134,110,90,234,654,387,213,192,60,97,74,62,181,423,276,77,68,28,37,36,28,53,231,111,448,127,51,67,53,52,16,28,13,14,10,17,0,0,417,362,127,235,389,362,127,103,24,235,125,110,27,26,1
"Census Tract 0013A000","Census Tract 0013A000, Philadelphia County, Pennsylvania","140","4210100013A000","42","000001300A","420","1010","G42010100013A","42010100013A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,4850,4850,1378,3461,11,1126,1088,488,705,696,553,721,4054,1935,703,679,274,423,423,331,473,2213,1113,423,409,214,282,273,222,248,1841,822,1519,210,334,297,204,162,133,74,40,3,27,26,9,0,1490,1386,211,1175,1426,1386,211,130,81,1175,275,900,40,38,2
"Census Tract 0013B000","Census Tract 0013B000, Philadelphia County, Pennsylvania","140","4210100013B000","42","000001300B","420","1010","G42010100013B","42010100013B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,2369,2369,744,1609,16,480,480,126,223,204,174,1092,1206,540,282,282,68,120,109,94,807,612,279,198,198,58,103,95,80,285,594,261,1267,514,256,127,142,71,14,31,23,13,3,73,0,0,869,802,76,726,810,802,76,45,31,726,193,533,8,7,1
"Census Tract 0014A000","Census Tract 0014A000, Philadelphia County, Pennsylvania","140","4210100014A000","42","000001400A","420","1010","G42010100014A","42010100014A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,9106,9106,920,8157,29,2106,2020,943,1305,1187,1013,1938,7869,3687,1129,1086,496,688,633,535,1107,4036,1938,977,934,447,617,554,478,831,3833,1749,3047,695,718,625,362,257,141,117,43,37,4,28,20,0,3057,2714,258,2456,2870,2714,258,84,174,2456,309,2147,156,153,3
"Census Tract 0014B000","Census Tract 0014B000, Philadelphia County, Pennsylvania","140","4210100014B000","42","000001400B","420","1010","G42010100014B","42010100014B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,1237,1237,819,403,15,214,197,72,122,95,87,386,508,298,169,158,48,87,68,60,325,318,203,45,39,24,35,27,27,61,190,95,560,181,120,49,82,33,24,25,4,17,0,17,8,0,452,405,104,301,445,405,104,90,14,301,198,103,40,39,1
"Census Tract 0015A000","Census Tract 0015A000, Philadelphia County, Pennsylvania","140","4210100015A000","42","000001500A","420","1010","G42010100015A","42010100015A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,6183,6183,2480,3612,91,1496,1470,635,835,950,718,1849,3698,2178,955,942,421,552,620,480,1199,2245,1393,541,528,214,283,330,238,650,1453,785,2427,704,447,375,371,250,121,39,35,30,23,21,7,4,2378,2117,256,1861,2317,2117,256,100,156,1861,863,998,200,194,6
